house,date,aggregate_kwh,mains_daily_kwh,selected_appliances_daily_kwh,estimated_cost_day_aud,rows
9,2013-12-23,8.9437,8.9437,121.7126,2.68,10672
9,2013-12-24,24.8714,24.8714,92.16,7.46,10647
9,2013-12-25,9.9865,9.9865,61.7366,3.0,10899
9,2013-12-26,34.515,34.515,87.9499,10.35,11376
9,2013-12-27,18.8752,18.8752,89.8037,5.66,13636
9,2013-12-28,19.043,19.043,107.9767,5.71,12839
9,2013-12-29,31.0296,31.0296,86.9448,9.31,13602
9,2013-12-30,16.0527,16.0527,85.843,4.82,13511
9,2013-12-31,20.6508,20.6508,100.4698,6.2,14068
9,2014-01-01,30.757,30.757,93.5521,9.23,13862
9,2014-01-02,12.2461,12.2461,125.2052,3.67,14047
9,2014-01-03,16.2039,16.2039,134.5217,4.86,14035
9,2014-01-04,12.0269,12.0269,132.7555,3.61,13942
9,2014-01-05,8.5514,8.5514,150.0567,2.57,13441
9,2014-01-06,13.4441,13.4441,144.7358,4.03,13634
9,2014-01-07,11.8565,11.8565,150.5702,3.56,13918
9,2014-01-08,12.1384,12.1384,92.7658,3.64,13184
9,2014-01-09,13.3415,13.3415,127.8045,4.0,12853
9,2014-01-10,10.7512,10.7512,125.7398,3.23,13816
9,2014-01-11,27.0757,27.0757,200.9081,8.12,13981
9,2014-01-12,39.4358,39.4358,174.64,11.83,13922
9,2014-01-13,16.02,16.02,132.2551,4.81,13432
9,2014-01-14,13.4824,13.4824,102.0703,4.04,13926
9,2014-01-15,13.2665,13.2665,94.4697,3.98,13803
9,2014-01-16,14.6685,14.6685,125.6471,4.4,13766
9,2014-01-17,18.0551,18.0551,148.0546,5.42,13605
9,2014-01-18,10.2882,10.2882,93.8537,3.09,13784
9,2014-01-19,10.5923,10.5923,98.4634,3.18,13882
9,2014-01-20,11.7992,11.7992,53.3203,3.54,13146
9,2014-01-21,11.281,11.281,76.5179,3.38,12970
9,2014-01-22,12.2425,12.2425,107.2502,3.67,13385
9,2014-01-23,19.4847,19.4847,132.4369,5.85,13661
9,2014-01-24,0.5283,0.5283,5.078,0.16,975
9,2014-03-06,8.1724,8.1724,26.4675,2.45,4531
9,2014-03-07,9.0878,9.0878,77.8543,2.73,13720
9,2014-03-08,17.3131,17.3131,66.0269,5.19,13867
9,2014-03-09,15.0406,15.0406,60.6637,4.51,14330
9,2014-03-10,9.2668,9.2668,65.1344,2.78,13902
9,2014-03-11,15.7554,15.7554,84.5626,4.73,14052
9,2014-03-12,15.3923,15.3923,69.6923,4.62,13436
9,2014-03-13,8.1215,8.1215,46.3773,2.44,13971
9,2014-03-14,10.2927,10.2927,31.719,3.09,13435
9,2014-03-15,10.7302,10.7302,40.545,3.22,14006
9,2014-03-16,10.9768,10.9768,49.3758,3.29,14328
9,2014-03-17,10.4191,10.4191,54.257,3.13,13600
9,2014-03-18,10.5976,10.5976,62.5699,3.18,13833
9,2014-03-19,10.7807,10.7807,71.291,3.23,14072
9,2014-03-20,10.6612,10.6612,78.0786,3.2,13916
9,2014-03-21,10.7302,10.7302,86.1925,3.22,14006
9,2014-03-22,10.8903,10.8903,95.2839,3.27,14215
9,2014-03-23,10.8083,10.8083,102.341,3.24,14108
9,2014-03-24,10.5532,10.5532,107.3984,3.17,13775
9,2014-03-25,10.6949,10.6949,116.3739,3.21,13960
9,2014-03-26,10.5072,10.5072,121.7164,3.15,13715
9,2014-03-27,10.7102,10.7102,131.6013,3.21,13980
9,2014-03-28,10.5248,10.5248,136.732,3.16,13738
9,2014-03-29,11.2143,11.2143,153.7711,3.36,14638
9,2014-03-30,10.4413,10.4413,150.6673,3.13,13629
9,2014-03-31,9.5779,9.5779,144.5646,2.87,12502
9,2014-04-01,12.6995,12.6995,146.1784,3.81,13210
9,2014-04-02,10.3551,10.3551,99.5036,3.11,11350
9,2014-04-03,17.3793,17.3793,95.9957,5.21,12912
9,2014-04-04,20.5888,20.5888,95.2306,6.18,12874
9,2014-04-05,31.1667,31.1667,103.8963,9.35,14113
9,2014-04-06,43.2874,43.2874,89.4633,12.99,13833
9,2014-04-07,7.6879,7.6879,70.9315,2.31,11948
9,2014-04-08,10.8238,10.8238,78.0412,3.25,10991
9,2014-04-09,15.1091,15.1091,104.7953,4.53,11694
9,2014-04-10,9.5971,9.5971,74.3293,2.88,11426
9,2014-04-11,10.1382,10.1382,81.257,3.04,13006
9,2014-04-12,0.3479,0.3479,6.3994,0.1,1026
9,2014-04-28,3.5785,3.5785,17.5171,1.07,2138
9,2014-04-29,12.0302,12.0302,114.9611,3.61,14087
9,2014-04-30,13.9947,13.9947,138.7844,4.2,14040
9,2014-05-01,14.7957,14.7957,96.239,4.44,14256
9,2014-05-02,10.5084,10.5084,107.5011,3.15,14204
9,2014-05-03,26.11,26.11,95.1404,7.83,14195
9,2014-05-04,17.2603,17.2603,49.0868,5.18,14221
9,2014-05-05,14.793,14.793,76.7436,4.44,13962
9,2014-05-06,9.7877,9.7877,76.4609,2.94,13742
9,2014-05-07,11.1313,11.1313,90.0397,3.34,13972
9,2014-05-08,12.7882,12.7882,83.9915,3.84,14169
9,2014-05-09,14.1344,14.1344,126.4015,4.24,13958
9,2014-05-10,12.4557,12.4557,95.3886,3.74,14151
9,2014-05-11,17.177,17.177,154.6788,5.15,14161
9,2014-05-12,14.0638,14.0638,150.2031,4.22,14009
9,2014-05-13,17.2449,17.2449,143.0459,5.17,14350
9,2014-05-14,13.6075,13.6075,79.0951,4.08,14081
9,2014-05-15,13.1911,13.1911,101.2694,3.96,14185
9,2014-05-16,11.6092,11.6092,111.7584,3.48,13725
9,2014-05-17,17.1304,17.1304,62.7777,5.14,14051
9,2014-05-18,15.5794,15.5794,70.4456,4.67,14113
9,2014-05-19,16.0363,16.0363,76.9529,4.81,14033
9,2014-05-20,16.0718,16.0718,49.9506,4.82,14181
9,2014-05-21,10.0531,10.0531,67.5632,3.02,14045
9,2014-05-22,11.9997,11.9997,109.9957,3.6,14322
9,2014-05-23,11.1217,11.1217,112.1557,3.34,14354
9,2014-05-24,30.6074,30.6074,112.0149,9.18,14345
9,2014-05-25,31.6827,31.6827,108.0912,9.5,14350
9,2014-05-26,18.3332,18.3332,100.5242,5.5,14231
9,2014-05-27,12.1357,12.1357,79.9722,3.64,14243
9,2014-05-28,12.5031,12.5031,108.2069,3.75,14222
9,2014-05-29,18.6165,18.6165,114.0135,5.58,14366
9,2014-05-30,10.345,10.345,123.7889,3.1,14367
9,2014-05-31,26.477,26.477,111.2873,7.94,14377
9,2014-06-01,20.1994,20.1994,71.1134,6.06,14032
9,2014-06-02,11.0425,11.0425,50.1539,3.31,13752
9,2014-06-03,12.0104,12.0104,56.288,3.6,13668
9,2014-06-04,16.3467,16.3467,60.211,4.9,13688
9,2014-06-05,10.1215,10.1215,45.7287,3.04,13992
9,2014-06-06,10.87,10.87,78.9352,3.26,14293
9,2014-06-07,12.8264,12.8264,82.2444,3.85,14320
9,2014-06-08,13.4116,13.4116,55.326,4.02,14375
9,2014-06-09,14.1581,14.1581,56.8637,4.25,14003
9,2014-06-10,11.7611,11.7611,40.6328,3.53,14204
9,2014-06-11,7.503,7.503,51.7688,2.25,14296
9,2014-06-12,12.8502,12.8502,87.0675,3.86,14361
9,2014-06-13,13.3927,13.3927,73.2002,4.02,14340
9,2014-06-14,25.2602,25.2602,113.8045,7.58,14294
9,2014-06-15,25.2523,25.2523,100.1589,7.58,14210
9,2014-06-16,9.5801,9.5801,86.2367,2.87,13977
9,2014-06-17,10.6567,10.6567,76.9129,3.2,14061
9,2014-06-18,11.6027,11.6027,71.8397,3.48,14355
9,2014-06-19,14.4277,14.4277,88.5478,4.33,14368
9,2014-06-20,12.2848,12.2848,87.9993,3.69,14285
9,2014-06-21,21.3456,21.3456,86.2187,6.4,13758
9,2014-06-22,17.4405,17.4405,96.9684,5.23,13598
9,2014-06-23,8.8197,8.8197,72.5721,2.65,13752
9,2014-06-24,12.2147,12.2147,94.9802,3.66,14144
9,2014-06-25,13.2387,13.2387,91.6388,3.97,14152
9,2014-06-26,13.4808,13.4808,128.8791,4.04,14066
9,2014-06-27,15.9743,15.9743,122.7454,4.79,13572
9,2014-06-28,7.9039,7.9039,97.4772,2.37,13661
9,2014-06-29,15.8692,15.8692,97.9867,4.76,13487
9,2014-06-30,17.1286,17.1286,87.6414,5.14,13682
9,2014-07-01,8.579,8.579,60.2637,2.57,12754
9,2014-07-02,10.5097,10.5097,76.9621,3.15,13645
9,2014-07-03,7.8084,7.8084,58.2993,2.34,13603
9,2014-07-04,14.4449,14.4449,59.2722,4.33,13759
9,2014-07-05,16.8087,16.8087,68.1928,5.04,13686
9,2014-07-06,23.2044,23.2044,113.7869,6.96,13838
9,2014-07-07,7.5874,7.5874,80.8096,2.28,10352
9,2014-07-08,9.9058,9.9058,105.5109,2.97,14097
9,2014-07-09,13.2507,13.2507,95.4232,3.98,13703
9,2014-07-10,7.2578,7.2578,70.7272,2.18,13413
9,2014-07-11,9.692,9.692,53.2428,2.91,13315
9,2014-07-12,15.8752,15.8752,77.3969,4.76,13684
9,2014-07-13,18.8115,18.8115,88.5185,5.64,13438
9,2014-07-14,9.962,9.962,100.0827,2.99,12944
9,2014-07-15,18.1462,18.1462,118.4635,5.44,13430
9,2014-07-16,9.6395,9.6395,130.4139,2.89,13620
9,2014-07-17,9.9963,9.9963,157.0109,3.0,13849
9,2014-07-18,10.1281,10.1281,98.5655,3.04,12958
9,2014-07-19,12.3207,12.3207,77.8549,3.7,13871
9,2014-07-20,16.4941,16.4941,97.5085,4.95,13453
9,2014-07-21,9.7683,9.7683,77.7744,2.93,13540
9,2014-07-22,11.6393,11.6393,68.121,3.49,13942
9,2014-07-23,15.8064,15.8064,58.6898,4.74,14032
9,2014-07-24,11.9605,11.9605,56.4096,3.59,14059
9,2014-07-25,15.3359,15.3359,80.6441,4.6,14154
9,2014-07-26,22.7568,22.7568,100.2307,6.83,14197
9,2014-07-27,19.6777,19.6777,142.3696,5.9,13585
9,2014-07-28,17.2176,17.2176,77.6508,5.17,13076
9,2014-07-29,14.8374,14.8374,58.0729,4.45,13758
9,2014-07-30,12.8865,12.8865,62.781,3.87,13164
9,2014-07-31,12.0641,12.0641,72.7212,3.62,12678
9,2014-08-01,5.1176,5.1176,56.8393,1.54,9377
9,2014-08-02,5.4113,5.4113,32.9702,1.62,6396
9,2014-08-03,13.8993,13.8993,59.6135,4.17,12260
9,2014-08-04,9.8769,9.8769,64.9312,2.96,12221
9,2014-08-05,11.3502,11.3502,73.5749,3.41,13405
9,2014-08-06,10.6762,10.6762,71.38,3.2,12068
9,2014-08-07,10.3117,10.3117,95.0116,3.09,12265
9,2014-08-08,10.7251,10.7251,126.8867,3.22,12507
9,2014-08-09,26.856,26.856,111.1159,8.06,12196
9,2014-08-10,12.6142,12.6142,41.0718,3.78,12126
9,2014-08-11,6.0206,6.0206,40.277,1.81,13527
9,2014-08-12,6.3225,6.3225,73.4755,1.9,14222
9,2014-08-13,5.5297,5.5297,65.519,1.66,12474
9,2014-08-14,5.5561,5.5561,75.0707,1.67,12438
9,2014-08-15,5.4306,5.4306,83.5149,1.63,12284
9,2014-08-16,5.2552,5.2552,90.107,1.58,11907
9,2014-08-17,5.3637,5.3637,101.2191,1.61,12152
9,2014-08-18,6.0146,6.0146,125.6895,1.8,13663
9,2014-08-19,4.6967,4.6967,137.2919,1.41,13171
9,2014-08-20,4.5215,4.5215,149.6856,1.36,12534
9,2014-08-21,4.4905,4.4905,167.7886,1.35,12451
9,2014-08-22,4.4731,4.4731,185.6708,1.34,12483
9,2014-08-23,7.5389,7.5389,195.9425,2.26,12253
9,2014-08-24,34.3815,34.3815,128.0658,10.31,12290
9,2014-08-25,20.159,20.159,76.6087,6.05,12694
9,2014-08-26,10.3372,10.3372,64.5403,3.1,12968
9,2014-08-27,15.0897,15.0897,79.5743,4.53,12641
9,2014-08-28,14.8551,14.8551,77.1543,4.46,12619
9,2014-08-29,13.4987,13.4987,53.7665,4.05,12746
9,2014-08-30,6.4062,6.4062,38.8933,1.92,7382
9,2014-08-31,1.0173,1.0173,11.3869,0.31,2552
9,2014-09-01,6.0573,6.0573,49.1693,1.82,7607
9,2014-09-02,7.4131,7.4131,54.7902,2.22,10687
9,2014-09-03,8.5785,8.5785,66.9209,2.57,10765
9,2014-09-04,10.4949,10.4949,91.1519,3.15,11928
9,2014-09-05,16.343,16.343,103.5289,4.9,12886
9,2014-09-06,17.3537,17.3537,105.6367,5.21,11954
9,2014-09-07,6.4764,6.4764,45.2205,1.94,4105
9,2014-09-08,13.6059,13.6059,122.23,4.08,12034
9,2014-09-09,12.1757,12.1757,112.8695,3.65,13253
9,2014-09-10,13.631,13.631,122.7981,4.09,13017
9,2014-09-11,15.0052,15.0052,130.7759,4.5,13085
9,2014-09-12,17.2012,17.2012,131.7114,5.16,12632
9,2014-09-13,15.3671,15.3671,119.4073,4.61,12377
9,2014-09-14,19.1851,19.1851,125.8437,5.76,12441
9,2014-09-15,19.5648,19.5648,90.7891,5.87,12809
9,2014-09-16,10.1451,10.1451,97.7212,3.04,12562
9,2014-09-17,16.602,16.602,81.4382,4.98,12481
9,2014-09-18,10.5425,10.5425,85.0215,3.16,12662
9,2014-09-19,12.6785,12.6785,65.2431,3.8,12546
9,2014-09-20,30.3265,30.3265,93.618,9.1,12452
9,2014-09-21,13.7814,13.7814,83.5145,4.13,12399
9,2014-09-22,11.4284,11.4284,80.6116,3.43,12420
9,2014-09-23,9.2004,9.2004,82.6849,2.76,12657
9,2014-09-24,12.8785,12.8785,77.8693,3.86,12962
9,2014-09-25,12.9849,12.9849,77.3888,3.9,13077
9,2014-09-26,5.3517,5.3517,91.5994,1.61,13042
9,2014-09-27,22.3374,22.3374,114.1917,6.7,13025
9,2014-09-28,11.4073,11.4073,134.1631,3.42,12900
9,2014-09-29,9.7619,9.7619,127.6121,2.93,12511
9,2014-09-30,15.4285,15.4285,128.7954,4.63,13342
9,2014-10-01,8.9627,8.9627,87.884,2.69,10647
9,2014-10-02,11.327,11.327,91.8845,3.4,10812
9,2014-10-03,10.832,10.832,88.2071,3.25,10790
9,2014-10-04,13.0725,13.0725,100.7991,3.92,9938
9,2014-10-05,20.6871,20.6871,70.8975,6.21,10679
9,2014-10-06,10.812,10.812,66.4511,3.24,10700
9,2014-10-07,10.4843,10.4843,78.6299,3.15,10760
9,2014-10-08,10.4538,10.4538,79.7815,3.14,10673
9,2014-10-09,10.2666,10.2666,50.4221,3.08,10674
9,2014-10-10,8.3624,8.3624,51.4097,2.51,10792
9,2014-10-11,8.862,8.862,66.8342,2.66,10785
9,2014-10-12,13.1357,13.1357,62.3839,3.94,10695
9,2014-10-13,13.0599,13.0599,46.4004,3.92,11926
9,2014-10-14,11.9168,11.9168,59.063,3.58,12670
9,2014-10-15,13.391,13.391,68.9526,4.02,12633
9,2014-10-16,15.0034,15.0034,87.732,4.5,12687
9,2014-10-17,15.1089,15.1089,89.4549,4.53,12544
9,2014-10-18,20.3333,20.3333,93.5384,6.1,12659
9,2014-10-19,21.6366,21.6366,102.8762,6.49,12650
9,2014-10-20,12.0965,12.0965,80.0956,3.63,12682
9,2014-10-21,12.4887,12.4887,111.2676,3.75,12669
9,2014-10-22,14.2284,14.2284,117.0245,4.27,12673
9,2014-10-23,12.0142,12.0142,91.9788,3.6,12599
9,2014-10-24,9.7496,9.7496,82.0467,2.92,12441
9,2014-10-25,14.0682,14.0682,84.551,4.22,12681
9,2014-10-26,10.8631,10.8631,69.9575,3.26,13245
9,2014-10-27,1.1918,1.1918,21.381,0.36,3254
9,2014-10-28,8.5246,8.5246,34.0624,2.56,5398
9,2014-10-29,12.5335,12.5335,91.7094,3.76,12648
9,2014-10-30,18.5911,18.5911,92.2566,5.58,12683
9,2014-10-31,11.5064,11.5064,77.6673,3.45,12637
9,2014-11-01,15.0272,15.0272,120.4586,4.51,12139
9,2014-11-02,35.2938,35.2938,106.0052,10.59,12635
9,2014-11-03,15.7468,15.7468,59.6719,4.72,12699
9,2014-11-04,15.0887,15.0887,107.3515,4.53,12591
9,2014-11-05,9.0658,9.0658,94.5478,2.72,12690
9,2014-11-06,16.7245,16.7245,134.59,5.02,12659
9,2014-11-07,23.5505,23.5505,80.4898,7.07,12352
9,2014-11-08,9.0113,9.0113,38.5635,2.7,12707
9,2014-11-09,9.1994,9.1994,80.1964,2.76,12666
9,2014-11-10,8.2462,8.2462,27.5169,2.47,5254
9,2014-11-11,13.6018,13.6018,56.1273,4.08,12672
9,2014-11-12,12.6042,12.6042,60.6168,3.78,12690
9,2014-11-13,8.9227,8.9227,82.2114,2.68,12677
9,2014-11-14,13.7847,13.7847,86.2526,4.14,12681
9,2014-11-15,13.092,13.092,65.2497,3.93,12698
9,2014-11-16,25.6439,25.6439,88.6862,7.69,12689
9,2014-11-17,12.7381,12.7381,67.0729,3.82,12663
9,2014-11-18,12.1362,12.1362,93.4841,3.64,12699
9,2014-11-19,13.5495,13.5495,76.1821,4.06,12681
9,2014-11-20,16.7625,16.7625,58.9764,5.03,12716
9,2014-11-21,16.5671,16.5671,73.9415,4.97,12553
9,2014-11-22,13.4398,13.4398,85.4782,4.03,12637
9,2014-11-23,32.6341,32.6341,87.4501,9.79,12498
9,2014-11-24,14.6034,14.6034,95.9022,4.38,12591
9,2014-11-25,17.0706,17.0706,87.0097,5.12,12461
9,2014-11-26,11.7019,11.7019,76.7364,3.51,12590
9,2014-11-27,16.1075,16.1075,103.5711,4.83,12535
9,2014-11-28,17.8231,17.8231,117.6491,5.35,12582
9,2014-11-29,16.0011,16.0011,74.913,4.8,12562
9,2014-11-30,24.8063,24.8063,88.057,7.44,12557
9,2014-12-01,12.6077,12.6077,58.0742,3.78,12565
9,2014-12-02,8.0768,8.0768,67.5664,2.42,12583
9,2014-12-03,12.2973,12.2973,51.2546,3.69,12528
9,2014-12-04,10.6559,10.6559,62.2389,3.2,12549
9,2014-12-05,16.3449,16.3449,86.0877,4.9,12497
9,2014-12-06,16.7857,16.7857,116.5891,5.04,12624
9,2014-12-07,25.5751,25.5751,127.4365,7.67,12606
9,2014-12-08,10.4745,10.4745,100.4605,3.14,12591
9,2014-12-09,15.355,15.355,114.3422,4.61,12557
9,2014-12-10,14.3144,14.3144,66.9574,4.29,12585
9,2014-12-11,11.6285,11.6285,72.7028,3.49,12603
9,2014-12-12,10.8212,10.8212,95.8317,3.25,12548
9,2014-12-13,19.1218,19.1218,119.3924,5.74,12346
9,2014-12-14,26.5759,26.5759,92.8033,7.97,12451
9,2014-12-15,13.603,13.603,43.9395,4.08,12547
9,2014-12-16,17.1863,17.1863,49.608,5.16,12584
9,2014-12-17,4.5114,4.5114,17.8893,1.35,6101
10,2013-11-20,12.6437,12.6437,9.8366,3.79,7430
10,2013-11-21,17.1889,17.1889,19.0495,5.16,14297
10,2013-11-22,14.7794,14.7794,11.9675,4.43,14289
10,2013-11-23,13.8105,13.8105,14.6586,4.14,14226
10,2013-11-24,22.9313,22.9313,17.8369,6.88,14197
10,2013-11-25,20.4124,20.4124,16.6989,6.12,14248
10,2013-11-26,17.1123,17.1123,12.7117,5.13,14178
10,2013-11-27,17.4107,17.4107,16.5514,5.22,14171
10,2013-11-28,15.8577,15.8577,19.1613,4.76,14114
10,2013-11-29,12.3236,12.3236,11.5156,3.7,14106
10,2013-11-30,18.5891,18.5891,12.7447,5.58,14116
10,2013-12-01,16.676,16.676,17.6326,5.0,14191
10,2013-12-02,16.0584,16.0584,20.908,4.82,14192
10,2013-12-03,16.8666,16.8666,13.749,5.06,14244
10,2013-12-04,16.3256,16.3256,16.0155,4.9,14312
10,2013-12-05,18.7077,18.7077,20.7902,5.61,14293
10,2013-12-06,10.9892,10.9892,14.7525,3.3,14183
10,2013-12-07,20.0149,20.0149,30.9876,6.0,14266
10,2013-12-08,16.8155,16.8155,12.6986,5.04,14168
10,2013-12-09,18.1784,18.1784,13.2714,5.45,14293
10,2013-12-10,16.7676,16.7676,12.5179,5.03,12491
10,2013-12-11,21.8114,21.8114,18.1389,6.54,14234
10,2013-12-12,21.8396,21.8396,36.03,6.55,14266
10,2013-12-13,19.1744,19.1744,12.2288,5.75,14129
10,2013-12-14,19.5731,19.5731,14.4231,5.87,13795
10,2013-12-15,14.72,14.72,12.1418,4.42,13837
10,2013-12-16,14.7541,14.7541,14.6559,4.43,13298
10,2013-12-17,15.238,15.238,11.7926,4.57,13888
10,2013-12-18,13.9491,13.9491,14.7743,4.18,14030
10,2013-12-19,24.5149,24.5149,14.6748,7.35,14132
10,2013-12-20,18.9082,18.9082,23.7969,5.67,13965
10,2013-12-21,20.5667,20.5667,25.349,6.17,13719
10,2013-12-22,22.9938,22.9938,20.3179,6.9,14035
10,2013-12-23,21.8962,21.8962,14.8194,6.57,14297
10,2013-12-24,21.6067,21.6067,13.5154,6.48,14241
10,2013-12-25,27.0297,27.0297,15.1533,8.11,14269
10,2013-12-26,22.3604,22.3604,19.7686,6.71,14227
10,2013-12-27,13.984,13.984,47.6961,4.2,14060
10,2013-12-28,19.6814,19.6814,25.1938,5.9,13936
10,2013-12-29,10.1123,10.1123,12.2313,3.03,13838
10,2013-12-30,19.1968,19.1968,14.3067,5.76,13975
10,2013-12-31,21.935,21.935,42.1413,6.58,14089
10,2014-01-01,22.154,22.154,34.7002,6.65,13887
10,2014-01-02,17.5592,17.5592,23.1398,5.27,14117
10,2014-01-03,14.285,14.285,25.5704,4.29,14067
10,2014-01-04,17.6996,17.6996,20.1271,5.31,14121
10,2014-01-05,19.8137,19.8137,13.5149,5.94,13730
10,2014-01-06,13.8831,13.8831,17.2138,4.16,13884
10,2014-01-07,17.8178,17.8178,38.8247,5.35,13962
10,2014-01-08,16.3495,16.3495,13.1453,4.9,13593
10,2014-01-09,17.1533,17.1533,14.2563,5.15,13421
10,2014-01-10,16.3485,16.3485,12.6762,4.9,14016
10,2014-01-11,17.6422,17.6422,15.1223,5.29,14003
10,2014-01-12,13.272,13.272,11.777,3.98,13935
10,2014-01-13,16.2017,16.2017,16.35,4.86,13737
10,2014-01-14,17.1706,17.1706,25.3785,5.15,14112
10,2014-01-15,19.3512,19.3512,16.1648,5.81,14309
10,2014-01-16,15.5193,15.5193,12.6118,4.66,14240
10,2014-01-17,18.045,18.045,15.9018,5.41,14314
10,2014-01-18,18.166,18.166,20.9342,5.45,14300
10,2014-01-19,21.9285,21.9285,16.0745,6.58,14273
10,2014-01-20,17.2434,17.2434,20.4407,5.17,14279
10,2014-01-21,14.2474,14.2474,13.6867,4.27,14291
10,2014-01-22,18.2662,18.2662,20.381,5.48,14358
10,2014-01-23,22.1356,22.1356,14.824,6.64,14120
10,2014-01-24,0.6753,0.6753,2.3808,0.2,1394
10,2014-01-25,8.402,8.402,8.2622,2.52,2564
10,2014-01-26,1.3979,1.3979,4.3662,0.42,1535
10,2014-01-27,1.0742,1.0742,2.6405,0.32,972
10,2014-01-28,0.8708,0.8708,1.0495,0.26,699
10,2014-01-29,0.8922,0.8922,1.2395,0.27,719
10,2014-01-30,0.4374,0.4374,0.409,0.13,409
10,2014-01-31,0.2596,0.2596,0.4311,0.08,479
10,2014-02-01,0.1659,0.1659,0.2736,0.05,360
10,2014-02-02,0.1951,0.1951,0.3619,0.06,430
10,2014-02-03,0.4413,0.4413,0.7863,0.13,360
10,2014-02-04,0.6766,0.6766,0.6427,0.2,449
10,2014-02-05,0.6139,0.6139,0.4997,0.18,400
10,2014-02-06,0.4659,0.4659,0.4613,0.14,350
10,2014-02-07,0.4582,0.4582,0.5953,0.14,390
10,2014-02-08,0.5246,0.5246,1.0634,0.16,330
10,2014-02-09,0.6553,0.6553,0.4901,0.2,470
10,2014-02-10,0.6209,0.6209,0.4655,0.19,330
10,2014-02-11,0.2069,0.2069,0.3518,0.06,126
10,2014-02-12,0.5188,0.5188,0.6675,0.16,420
10,2014-02-13,0.7139,0.7139,1.463,0.21,492
10,2014-02-14,0.5498,0.5498,1.3621,0.16,356
10,2014-02-15,0.5631,0.5631,1.3626,0.17,390
10,2014-02-16,0.6835,0.6835,0.569,0.21,493
10,2014-02-17,0.3714,0.3714,0.4143,0.11,462
10,2014-02-18,0.4862,0.4862,0.4288,0.15,504
10,2014-02-19,0.5063,0.5063,0.425,0.15,450
10,2014-02-20,6.4371,6.4371,5.0552,1.93,4882
10,2014-02-21,6.62,6.62,8.903,1.99,7709
10,2014-02-22,1.5089,1.5089,1.6247,0.45,1357
10,2014-02-24,2.2021,2.2021,2.1792,0.66,2421
10,2014-02-26,5.0613,5.0613,3.8134,1.52,4039
10,2014-02-27,11.7661,11.7661,10.3293,3.53,9758
10,2014-02-28,23.6777,23.6777,25.5984,7.1,13352
10,2014-03-01,51.9692,51.9692,48.5513,15.59,14376
10,2014-03-02,51.8319,51.8319,49.5796,15.55,14338
10,2014-03-03,49.9629,49.9629,48.8852,14.99,13821
10,2014-03-04,50.957,50.957,50.9634,15.29,14096
10,2014-03-05,51.8174,51.8174,52.9688,15.55,14334
10,2014-03-06,51.8427,51.8427,54.1499,15.55,14341
10,2014-03-07,51.615,51.615,55.06,15.48,14278
10,2014-03-08,51.4993,51.4993,56.0782,15.45,14246
10,2014-03-09,51.9873,51.9873,57.7662,15.6,14381
10,2014-03-10,51.7379,51.7379,58.6427,15.52,14312
10,2014-03-11,51.6583,51.6583,59.7008,15.5,14290
10,2014-03-12,51.4415,51.4415,60.5903,15.43,14230
10,2014-03-13,51.7487,51.7487,62.1002,15.52,14315
10,2014-03-14,51.7813,51.7813,63.2917,15.53,14324
10,2014-03-15,52.0198,52.0198,64.7441,15.61,14390
10,2014-03-16,51.9512,51.9512,65.8198,15.59,14371
10,2014-03-17,51.5174,51.5174,66.4161,15.46,14251
10,2014-03-18,51.4451,51.4451,67.4616,15.43,14231
10,2014-03-19,51.8102,51.8102,69.0904,15.54,14332
10,2014-03-20,51.821,51.821,70.2594,15.55,14335
10,2014-03-21,51.6547,51.6547,71.183,15.5,14289
10,2014-03-22,51.615,51.615,72.274,15.48,14278
10,2014-03-23,51.9006,51.9006,73.8289,15.57,14357
10,2014-03-24,51.7234,51.7234,74.7291,15.52,14308
10,2014-03-25,51.5499,51.5499,75.6229,15.46,14260
10,2014-03-26,51.3908,51.3908,76.5268,15.42,14216
10,2014-03-27,51.5752,51.5752,77.943,15.47,14267
10,2014-03-28,51.6583,51.6583,79.2151,15.5,14290
10,2014-03-29,52.9128,52.9128,82.3282,15.87,14637
10,2014-03-30,49.7894,49.7894,78.5677,14.94,13773
10,2014-03-31,40.4173,40.4173,69.7536,12.13,14155
10,2014-04-01,10.1956,10.1956,25.4916,3.06,13748
10,2014-04-02,16.7345,16.7345,19.4781,5.02,13892
10,2014-04-03,18.7388,18.7388,18.112,5.62,13945
10,2014-04-04,12.1329,12.1329,23.0556,3.64,14270
10,2014-04-05,15.1049,15.1049,14.6858,4.53,14389
10,2014-04-06,16.5544,16.5544,16.8312,4.97,14364
10,2014-04-07,16.2123,16.2123,14.4161,4.86,14254
10,2014-04-08,16.3053,16.3053,15.3055,4.89,14020
10,2014-04-09,17.8097,17.8097,23.0708,5.34,13890
10,2014-04-10,16.93,16.93,18.9949,5.08,14192
10,2014-04-11,13.6302,13.6302,21.366,4.09,14119
10,2014-04-12,18.4688,18.4688,17.1652,5.54,14381
10,2014-04-13,12.3332,12.3332,17.2545,3.7,14382
10,2014-04-14,13.2408,13.2408,16.0845,3.97,14094
10,2014-04-15,10.5026,10.5026,19.7321,3.15,13832
10,2014-04-16,17.2151,17.2151,22.3029,5.16,14166
10,2014-04-17,10.6463,10.6463,13.9321,3.19,14359
10,2014-04-18,19.0705,19.0705,17.4542,5.72,14386
10,2014-04-19,16.9896,16.9896,15.9437,5.1,14390
10,2014-04-20,24.2873,24.2873,22.7645,7.29,14358
