house,appliance_label,appliance_type,refit_column,samples,sample_seconds,days_covered,active_threshold_w,avg_power_w,max_power_w,total_kwh_window,avg_kwh_day,cost_day_aud,cost_month_aud,usage_events_est,mean_event_duration_min,median_event_duration_min,mean_event_energy_kwh,active_days_ratio,estimated_capacity_band,product_category,peak_usage_ratio,offpeak_usage_ratio,weekend_usage_ratio,night_usage_ratio,behaviour_recommendation,behaviour_priority,estimated_behaviour_saving_aud_month,product_category_intel,benchmark_avg_kwh_day,benchmark_median_kwh_day,benchmark_avg_cost_month_aud,usage_percentile_vs_similar_houses,above_similar_house_avg_pct,intelligent_efficiency_class,recommendation_reason_codes,intelligent_recommendation_summary,behaviour_saving_pct_of_appliance_cost,best_product_saving_aud_month,best_product_name,best_product_store,best_product_payback_months,best_product_intelligent_score,combined_behaviour_product_saving_aud_month
16,Dishwasher,Dishwasher,Appliance6,1407452,7.0,364.996,22.83,98.692,2340.0,270.09178,0.73999,0.22,6.66,555,47.07,3.27,0.4548,0.73,medium-use,washing machine,0.291,0.308,0.394,0.223,Dishwasher shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,medium,0.67,washing machine,1.958721081081081,1.22083,17.62810810810811,32.4,-62.2,Average,peak-hour usage,"Dishwasher is classified as Average. It is 62.2% below the REFIT similar-appliance average, with 555 detected events and 29.1% peak-hour activity.",10.1,4.66,Smart Plug With Timer,Kmart,4.08,0.355,5.33
16,Computer Site,Computer Site,Appliance7,1407452,7.0,364.996,54.0,28.756,564.0,78.6982,0.21561,0.06,1.94,10910,0.97,0.23,0.0011,0.754,low-use / standby,computer,0.289,0.138,0.179,0.094,Computer Site shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,low,0.1,computer,0.41818333333333335,0.179285,3.763888888888889,61.1,-48.4,Average,"peak-hour usage, frequent usage","Computer Site is classified as Average. It is 48.4% below the REFIT similar-appliance average, with 10910 detected events and 28.9% peak-hour activity.",5.2,0.0,Smart Plug With Timer,Kmart,,0.2898,0.1
16,Television Site,Television Site,Appliance8,1407452,7.0,364.996,119.4,111.643,1194.0,305.53611,0.83709,0.25,7.53,1176,66.85,23.22,0.1979,0.992,medium-use,television,0.341,0.257,0.263,0.168,Television Site shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,medium,0.75,television,0.64669,0.36083,5.819047619047619,76.2,29.4,Average,"above similar-house benchmark, peak-hour usage, higher monthly cost","Television Site is classified as Average. It is 29.4% above the REFIT similar-appliance average, with 1176 detected events and 34.1% peak-hour activity.",10.0,5.53,Smart Plug With Timer,Kmart,3.43,0.4034,6.28
16,Dehumidifier / Heater,Dehumidifier / Heater,Appliance9,1407452,7.0,364.996,128.0,206.412,1280.0,564.89053,1.54766,0.46,13.93,289,260.9,17.62,1.7722,0.762,high-power / large-use,heater,0.276,0.323,0.248,0.243,Dehumidifier / Heater shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,2.09,heater,4.664432,1.54766,41.977999999999994,60.0,-66.8,Average,peak-hour usage,"Dehumidifier / Heater is classified as Average. It is 66.8% below the REFIT similar-appliance average, with 289 detected events and 27.6% peak-hour activity.",15.0,11.93,Smart Plug With Timer,Kmart,1.59,0.4082,14.02
17,Freezer Garage,Freezer Garage,Appliance1,1350111,7.0,363.0,150.0,128.384,2048.0,337.03598,0.92847,0.28,8.36,5016,6.86,0.58,0.0212,1.0,low-use / standby,freezer,0.233,0.354,0.271,0.268,Freezer Garage shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,1.25,freezer,1.02615,0.92847,9.235384615384616,53.8,-9.5,Efficient,frequent usage,"Freezer Garage is classified as Efficient. It is 9.5% below the REFIT similar-appliance average, with 5016 detected events and 23.3% peak-hour activity.",15.0,6.36,Smart Plug With Timer,Kmart,2.99,0.3846,7.61
17,Fridge-Freezer,Fridge-Freezer,Appliance2,1350111,7.0,363.0,103.16,92.246,2128.0,242.16483,0.66712,0.2,6.0,1572,8.31,2.45,0.0576,0.991,low-use / standby,fridge,0.173,0.439,0.269,0.329,Fridge-Freezer shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,medium,0.6,fridge,0.8247209090909091,0.62875,7.422727272727273,54.5,-19.1,Efficient,frequent usage,"Fridge-Freezer is classified as Efficient. It is 19.1% below the REFIT similar-appliance average, with 1572 detected events and 17.3% peak-hour activity.",10.0,4.0,Smart Plug With Timer,Kmart,4.75,0.3729,4.6
17,Tumble Dryer Garage,Tumble Dryer Garage,Appliance3,1350111,7.0,363.0,150.0,465.628,2688.0,1222.37274,3.36742,1.01,30.31,66,1135.43,5.89,17.8447,0.509,high-power / large-use,generic,0.245,0.323,0.285,0.244,Tumble Dryer Garage shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,4.55,generic,3.5444526086956527,1.83936,31.899565217391302,73.9,-5.0,Average,normal usage pattern,"Tumble Dryer Garage is classified as Average. It is 5.0% below the REFIT similar-appliance average, with 66 detected events and 24.5% peak-hour activity.",15.0,28.31,Smart Plug With Timer,Kmart,0.67,0.4571,32.86
17,Washing Machine,Washing Machine,Appliance4,1350111,7.0,363.0,44.19,97.286,2332.0,255.39671,0.70357,0.21,6.33,3075,11.2,0.23,0.0778,0.733,low-use / standby,washing machine,0.232,0.349,0.299,0.261,Washing Machine shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,medium,0.63,washing machine,1.958721081081081,1.22083,17.62810810810811,29.7,-64.1,Efficient,normal usage pattern,"Washing Machine is classified as Efficient. It is 64.1% below the REFIT similar-appliance average, with 3075 detected events and 23.2% peak-hour activity.",10.0,4.33,Smart Plug With Timer,Kmart,4.39,0.3503,4.96
17,Computer Site,Computer Site,Appliance5,1350111,7.0,363.0,70.5,24.001,965.0,63.00756,0.17357,0.05,1.56,8198,2.12,0.23,0.0033,0.888,low-use / standby,computer,0.541,0.08,0.264,0.006,Computer Site is used often during peak hours. Try shifting flexible usage to off-peak times to reduce cost.,low,0.28,computer,0.41818333333333335,0.179285,3.763888888888889,50.0,-58.5,Needs attention,"peak-hour usage, frequent usage","Computer Site is classified as Needs attention. It is 58.5% below the REFIT similar-appliance average, with 8198 detected events and 54.1% peak-hour activity.",17.9,0.0,Smart Plug With Timer,Kmart,,0.2787,0.28
17,Television Site,Television Site,Appliance6,1350111,7.0,363.0,21.5,20.254,1975.0,53.17144,0.14648,0.04,1.32,5193,3.39,0.23,0.0029,0.845,low-use / standby,television,0.524,0.179,0.177,0.066,Television Site is used often during peak hours. Try shifting flexible usage to off-peak times to reduce cost.,low,0.24,television,0.64669,0.36083,5.819047619047619,28.6,-77.3,Needs attention,"peak-hour usage, frequent usage","Television Site is classified as Needs attention. It is 77.3% below the REFIT similar-appliance average, with 5193 detected events and 52.4% peak-hour activity.",18.2,0.0,Standby Saver Powerboard,Kmart,,0.2573,0.24
17,Microwave,Microwave,Appliance7,1350111,7.0,363.0,10.0,6.807,1457.0,17.86999,0.04923,0.01,0.44,467,1.24,0.93,0.0258,0.828,low-use / standby,microwave,0.627,0.005,0.228,0.001,Microwave is used often during peak hours. Try shifting flexible usage to off-peak times to reduce cost.,low,0.08,microwave,1.693406875,0.12358,15.23875,37.5,-97.1,Needs attention,peak-hour usage,"Microwave is classified as Needs attention. It is 97.1% below the REFIT similar-appliance average, with 467 detected events and 62.7% peak-hour activity.",18.2,0.0,Smart Plug With Timer,Kmart,,0.2662,0.08
17,Kettle,Kettle,Appliance8,1350111,7.0,363.0,150.0,1383.996,3584.0,3633.28724,10.00906,3.0,90.08,1021,137.55,41.07,3.5427,1.0,high-power / large-use,kettle,0.248,0.329,0.27,0.253,Kettle shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,13.51,kettle,16.07417125,13.334344999999999,144.66750000000002,37.5,-37.7,Efficient,normal usage pattern,"Kettle is classified as Efficient. It is 37.7% below the REFIT similar-appliance average, with 1021 detected events and 24.8% peak-hour activity.",15.0,88.08,Smart Plug With Timer,Kmart,0.22,0.5319,101.59
17,Plug Site Bedroom,Plug Site Bedroom,Appliance9,1350111,7.0,363.0,10.0,11.705,3120.0,30.72816,0.08465,0.03,0.76,126,80.89,0.93,0.209,0.302,medium-use,generic,0.234,0.313,0.21,0.263,Plug Site Bedroom shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,low,0.04,generic,3.5444526086956527,1.83936,31.899565217391302,21.7,-97.6,Efficient,normal usage pattern,"Plug Site Bedroom is classified as Efficient. It is 97.6% below the REFIT similar-appliance average, with 126 detected events and 23.4% peak-hour activity.",5.3,0.0,Smart Plug With Timer,Kmart,,0.2504,0.04
18,Fridge Garage,Fridge Garage,Appliance1,1264667,7.0,364.0,145.99,115.41,2159.0,283.80208,0.77968,0.23,7.02,955,13.78,6.65,0.0787,0.938,low-use / standby,fridge,0.199,0.346,0.266,0.283,Fridge Garage shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,medium,0.7,fridge,0.8247209090909091,0.62875,7.422727272727273,63.6,-5.5,Average,normal usage pattern,"Fridge Garage is classified as Average. It is 5.5% below the REFIT similar-appliance average, with 955 detected events and 19.9% peak-hour activity.",10.0,5.02,Smart Plug With Timer,Kmart,3.79,0.3881,5.72
18,Freezer Garage,Freezer Garage,Appliance2,1264667,7.0,364.0,150.0,142.695,2560.0,350.89728,0.964,0.29,8.68,2772,29.2,27.77,0.0919,1.0,low-use / standby,freezer,0.26,0.319,0.275,0.236,Freezer Garage shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,1.3,freezer,1.02615,0.92847,9.235384615384616,61.5,-6.1,Average,"peak-hour usage, frequent usage","Freezer Garage is classified as Average. It is 6.1% below the REFIT similar-appliance average, with 2772 detected events and 26.0% peak-hour activity.",15.0,6.68,Smart Plug With Timer,Kmart,2.85,0.3936,7.98
18,Fridge-Freezer,Fridge-Freezer,Appliance3,1264667,7.0,364.0,150.0,76.139,2057.0,187.2315,0.51437,0.15,4.63,4336,1.07,0.23,0.0046,1.0,low-use / standby,fridge,0.277,0.321,0.274,0.247,Fridge-Freezer shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,medium,0.46,fridge,0.8247209090909091,0.62875,7.422727272727273,45.5,-37.6,Average,"peak-hour usage, frequent usage","Fridge-Freezer is classified as Average. It is 37.6% below the REFIT similar-appliance average, with 4336 detected events and 27.7% peak-hour activity.",9.9,2.63,Smart Plug With Timer,Kmart,7.23,0.3514,3.09
18,Washer Dryer Garage,Washer Dryer Garage,Appliance4,1264667,7.0,364.0,150.0,458.033,2431.0,1126.33615,3.09433,0.93,27.85,30,2336.6,22.23,36.154,0.558,high-power / large-use,washing machine,0.248,0.318,0.261,0.237,Washer Dryer Garage shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,4.18,washing machine,1.958721081081081,1.22083,17.62810810810811,83.8,58.0,Needs attention,"above similar-house benchmark, higher monthly cost","Washer Dryer Garage is classified as Needs attention. It is 58.0% above the REFIT similar-appliance average, with 30 detected events and 24.8% peak-hour activity.",15.0,25.85,Smart Plug With Timer,Kmart,0.74,0.4621,30.03
18,Washing Machine,Washing Machine,Appliance5,1264667,7.0,364.0,150.0,202.792,2460.0,498.67974,1.37,0.41,12.33,1465,24.27,0.23,0.3233,0.522,medium-use,washing machine,0.251,0.332,0.267,0.246,Washing Machine shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,1.85,washing machine,1.958721081081081,1.22083,17.62810810810811,56.8,-30.1,Average,peak-hour usage,"Washing Machine is classified as Average. It is 30.1% below the REFIT similar-appliance average, with 1465 detected events and 25.1% peak-hour activity.",15.0,10.33,Smart Plug With Timer,Kmart,1.84,0.4008,12.18
18,Dishwasher,Dishwasher,Appliance6,1264667,7.0,364.0,58.17,98.3,3488.0,241.72606,0.66408,0.2,5.98,285,56.23,3.27,0.6129,0.442,high-power / large-use,washing machine,0.284,0.303,0.454,0.225,Dishwasher shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,medium,0.6,washing machine,1.958721081081081,1.22083,17.62810810810811,27.0,-66.1,Average,peak-hour usage,"Dishwasher is classified as Average. It is 66.1% below the REFIT similar-appliance average, with 285 detected events and 28.4% peak-hour activity.",10.0,3.98,Smart Plug With Timer,Kmart,4.78,0.3452,4.58
18,Desktop Computer,Desktop Computer,Appliance7,1264667,7.0,364.0,22.0,27.384,3194.0,67.33994,0.185,0.06,1.66,5257,4.31,0.23,0.0049,0.814,low-use / standby,computer,0.22,0.16,0.258,0.117,Desktop Computer shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,low,0.08,computer,0.41818333333333335,0.179285,3.763888888888889,55.6,-55.8,Average,normal usage pattern,"Desktop Computer is classified as Average. It is 55.8% below the REFIT similar-appliance average, with 5257 detected events and 22.0% peak-hour activity.",4.8,0.0,Smart Plug With Timer,Kmart,,0.2843,0.08
18,Television Site,Television Site,Appliance8,1264667,7.0,364.0,83.0,40.956,3227.0,100.71284,0.27668,0.08,2.49,3759,9.39,0.82,0.0151,0.779,low-use / standby,television,0.54,0.122,0.258,0.002,Television Site is used often during peak hours. Try shifting flexible usage to off-peak times to reduce cost.,low,0.45,television,0.64669,0.36083,5.819047619047619,33.3,-57.2,Needs attention,peak-hour usage,"Television Site is classified as Needs attention. It is 57.2% below the REFIT similar-appliance average, with 3759 detected events and 54.0% peak-hour activity.",18.1,0.49,Smart Plug With Timer,Kmart,38.76,0.2774,0.94
18,Microwave,Microwave,Appliance9,1264667,7.0,364.0,10.0,3.707,2817.0,9.11468,0.02504,0.01,0.23,189,2.24,0.7,0.0352,0.487,low-use / standby,microwave,0.808,0.009,0.437,0.009,Microwave is used often during peak hours. Try shifting flexible usage to off-peak times to reduce cost.,low,0.04,microwave,1.693406875,0.12358,15.23875,18.8,-98.5,Needs attention,peak-hour usage,"Microwave is classified as Needs attention. It is 98.5% below the REFIT similar-appliance average, with 189 detected events and 80.8% peak-hour activity.",17.4,0.0,Smart Plug With Timer,Kmart,,0.2475,0.04
19,Fridge and Freezer,Fridge and Freezer,Appliance1,1409056,7.0,362.993,114.21,106.455,3159.0,291.6676,0.80351,0.24,7.23,3054,8.54,2.33,0.0414,1.0,low-use / standby,fridge,0.241,0.363,0.299,0.284,Fridge and Freezer shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,medium,0.72,fridge,0.8247209090909091,0.62875,7.422727272727273,68.2,-2.6,Average,frequent usage,"Fridge and Freezer is classified as Average. It is 2.6% below the REFIT similar-appliance average, with 3054 detected events and 24.1% peak-hour activity.",10.0,5.23,Smart Plug With Timer,Kmart,3.63,0.3939,5.95
19,Washing Machine,Washing Machine,Appliance2,1409056,7.0,362.993,37.0,75.942,2688.0,208.06843,0.5732,0.17,5.16,9197,4.04,0.23,0.0214,0.741,low-use / standby,washing machine,0.239,0.341,0.298,0.225,Washing Machine shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,medium,0.52,washing machine,1.958721081081081,1.22083,17.62810810810811,24.3,-70.7,Efficient,frequent usage,"Washing Machine is classified as Efficient. It is 70.7% below the REFIT similar-appliance average, with 9197 detected events and 23.9% peak-hour activity.",10.1,3.16,Smart Plug With Timer,Kmart,6.01,0.3359,3.68
19,Television Site,Television Site,Appliance3,1409056,7.0,362.993,10.0,15.195,3806.0,41.63064,0.11469,0.03,1.03,520,75.56,52.5,0.052,0.991,low-use / standby,television,0.347,0.48,0.265,0.391,Television Site shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,low,0.05,television,0.64669,0.36083,5.819047619047619,23.8,-82.3,Average,peak-hour usage,"Television Site is classified as Average. It is 82.3% below the REFIT similar-appliance average, with 520 detected events and 34.7% peak-hour activity.",4.9,0.0,Standby Saver Powerboard,Kmart,,0.2525,0.05
19,Microwave,Microwave,Appliance4,1409056,7.0,362.993,150.0,205.088,3072.0,561.90752,1.54798,0.46,13.93,339,124.36,1.75,1.4844,0.802,high-power / large-use,microwave,0.24,0.314,0.316,0.228,Microwave shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,2.09,microwave,1.693406875,0.12358,15.23875,68.8,-8.6,Average,normal usage pattern,"Microwave is classified as Average. It is 8.6% below the REFIT similar-appliance average, with 339 detected events and 24.0% peak-hour activity.",15.0,11.93,Smart Plug With Timer,Kmart,1.59,0.417,14.02
19,Kettle,Kettle,Appliance5,1409056,7.0,362.993,150.0,1568.076,3154.0,4296.26469,11.83567,3.55,106.52,703,217.51,105.35,6.0949,1.0,high-power / large-use,kettle,0.245,0.337,0.275,0.253,Kettle shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,15.98,kettle,16.07417125,13.334344999999999,144.66750000000002,50.0,-26.4,Efficient,normal usage pattern,"Kettle is classified as Efficient. It is 26.4% below the REFIT similar-appliance average, with 703 detected events and 24.5% peak-hour activity.",15.0,104.52,Smart Plug With Timer,Kmart,0.18,0.5745,120.5
19,Toaster,Toaster,Appliance6,1409056,7.0,362.993,150.0,487.998,2048.0,1337.03119,3.68335,1.11,33.15,149,924.2,657.88,8.735,0.991,high-power / large-use,toaster,0.26,0.377,0.268,0.284,Toaster shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,4.97,toaster,6.3147199999999994,4.68782,56.83111111111111,33.3,-41.7,Average,peak-hour usage,"Toaster is classified as Average. It is 41.7% below the REFIT similar-appliance average, with 149 detected events and 26.0% peak-hour activity.",15.0,31.15,Smart Plug With Timer,Kmart,0.61,0.422,36.12
19,Bread-maker,Bread-maker,Appliance7,1409056,7.0,362.993,150.0,243.692,3072.0,667.67625,1.83936,0.55,16.55,2735,17.62,0.35,0.2219,0.621,medium-use,generic,0.252,0.361,0.213,0.273,Bread-maker shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,2.48,generic,3.5444526086956527,1.83936,31.899565217391302,52.2,-48.1,Average,"peak-hour usage, frequent usage","Bread-maker is classified as Average. It is 48.1% below the REFIT similar-appliance average, with 2735 detected events and 25.2% peak-hour activity.",15.0,14.55,Smart Plug With Timer,Kmart,1.31,0.4067,17.03
19,Lamp 80W,Lamp 80W,Appliance8,1409056,7.0,362.993,86.09,127.286,2048.0,348.74121,0.96074,0.29,8.65,434,59.32,0.47,0.5667,0.388,high-power / large-use,generic,0.217,0.347,0.339,0.27,Lamp 80W shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,1.3,generic,3.5444526086956527,1.83936,31.899565217391302,43.5,-72.9,Efficient,normal usage pattern,"Lamp 80W is classified as Efficient. It is 72.9% below the REFIT similar-appliance average, with 434 detected events and 21.7% peak-hour activity.",15.0,6.65,Smart Plug With Timer,Kmart,2.86,0.3755,7.95
19,Hi-Fi,Hi-Fi,Appliance9,1409056,7.0,362.993,10.0,5.582,3840.0,15.29332,0.04213,0.01,0.38,33,77.51,49.23,0.3805,0.224,medium-use,computer,0.61,0.13,0.208,0.093,Hi-Fi is used often during peak hours. Try shifting flexible usage to off-peak times to reduce cost.,low,0.07,computer,0.41818333333333335,0.179285,3.763888888888889,16.7,-89.9,Needs attention,peak-hour usage,"Hi-Fi is classified as Needs attention. It is 89.9% below the REFIT similar-appliance average, with 33 detected events and 61.0% peak-hour activity.",18.4,0.0,Smart Plug With Timer,Kmart,,0.2454,0.07
20,Fridge,Fridge,Appliance1,3947000,7.0,340.059,108.2,96.452,2129.0,740.24586,2.17682,0.65,19.59,7169,7.74,5.13,0.0359,0.997,low-use / standby,fridge,0.179,0.449,0.284,0.345,Fridge shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,2.94,fridge,0.8247209090909091,0.62875,7.422727272727273,100.0,163.9,Needs attention,"above similar-house benchmark, frequent usage, higher monthly cost","Fridge is classified as Needs attention. It is 163.9% above the REFIT similar-appliance average, with 7169 detected events and 17.9% peak-hour activity.",15.0,17.59,Smart Plug With Timer,Kmart,1.08,0.4614,20.53
20,Freezer,Freezer,Appliance2,3947000,7.0,340.059,150.0,53.998,2050.0,414.42197,1.21868,0.37,10.97,1624,3.26,0.23,0.0172,0.994,low-use / standby,freezer,0.194,0.345,0.286,0.227,Freezer shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,1.65,freezer,1.02615,0.92847,9.235384615384616,69.2,18.8,Average,higher monthly cost,"Freezer is classified as Average. It is 18.8% above the REFIT similar-appliance average, with 1624 detected events and 19.4% peak-hour activity.",15.0,8.97,Smart Plug With Timer,Kmart,2.12,0.4092,10.62
20,Tumble Dryer,Tumble Dryer,Appliance3,3947000,7.0,340.059,150.0,542.452,3623.0,4163.16689,12.24248,3.67,110.18,1854,158.34,3.85,2.1926,0.83,high-power / large-use,generic,0.237,0.352,0.307,0.266,Tumble Dryer shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,16.53,generic,3.5444526086956527,1.83936,31.899565217391302,91.3,245.4,Needs attention,"above similar-house benchmark, higher monthly cost","Tumble Dryer is classified as Needs attention. It is 245.4% above the REFIT similar-appliance average, with 1854 detected events and 23.7% peak-hour activity.",15.0,108.18,Smart Plug With Timer,Kmart,0.18,0.6224,124.71
20,Washing Machine,Washing Machine,Appliance4,3947000,7.0,340.059,93.09,148.184,2560.0,1137.26742,3.34432,1.0,30.1,8074,12.15,0.23,0.1266,0.531,medium-use,washing machine,0.261,0.315,0.184,0.233,Washing Machine shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,4.51,washing machine,1.958721081081081,1.22083,17.62810810810811,86.5,70.7,Needs attention,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","Washing Machine is classified as Needs attention. It is 70.7% above the REFIT similar-appliance average, with 8074 detected events and 26.1% peak-hour activity.",15.0,28.1,Smart Plug With Timer,Kmart,0.68,0.4693,32.61
20,Dishwasher,Dishwasher,Appliance5,3947000,7.0,340.059,13.62,156.572,3588.0,1201.64853,3.53365,1.06,31.8,1164,84.14,0.35,1.0088,0.487,high-power / large-use,washing machine,0.261,0.305,0.25,0.23,Dishwasher shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,4.77,washing machine,1.958721081081081,1.22083,17.62810810810811,89.2,80.4,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Dishwasher is classified as Needs attention. It is 80.4% above the REFIT similar-appliance average, with 1164 detected events and 26.1% peak-hour activity.",15.0,29.8,Smart Plug With Timer,Kmart,0.64,0.4753,34.57
20,Computer Site,Computer Site,Appliance6,3947000,7.0,340.059,123.45,64.745,2096.0,496.89896,1.46121,0.44,13.15,5776,6.85,0.23,0.0316,0.616,low-use / standby,computer,0.363,0.218,0.334,0.169,Computer Site is used often during peak hours. Try shifting flexible usage to off-peak times to reduce cost.,high,2.37,computer,0.41818333333333335,0.179285,3.763888888888889,100.0,249.4,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Computer Site is classified as Needs attention. It is 249.4% above the REFIT similar-appliance average, with 5776 detected events and 36.3% peak-hour activity.",18.0,11.15,Smart Plug With Timer,Kmart,1.7,0.4462,13.52
20,Television Site,Television Site,Appliance7,3947000,7.0,340.059,14.5,15.988,3850.0,122.70394,0.36083,0.11,3.25,4364,20.07,0.23,0.0198,0.997,low-use / standby,television,0.632,0.12,0.3,0.034,Television Site is used often during peak hours. Try shifting flexible usage to off-peak times to reduce cost.,high,0.58,television,0.64669,0.36083,5.819047619047619,52.4,-44.2,Needs attention,"peak-hour usage, frequent usage","Television Site is classified as Needs attention. It is 44.2% below the REFIT similar-appliance average, with 4364 detected events and 63.2% peak-hour activity.",17.8,1.25,Smart Plug With Timer,Kmart,15.23,0.3323,1.83
20,Microwave,Microwave,Appliance8,3947000,7.0,340.059,10.0,7.34,3586.0,56.33473,0.16566,0.05,1.49,976,2.06,2.1,0.0416,0.915,low-use / standby,microwave,0.258,0.026,0.241,0.019,Microwave shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,low,0.07,microwave,1.693406875,0.12358,15.23875,56.2,-90.2,Average,"peak-hour usage, frequent usage","Microwave is classified as Average. It is 90.2% below the REFIT similar-appliance average, with 976 detected events and 25.8% peak-hour activity.",4.7,0.0,Smart Plug With Timer,Kmart,,0.2849,0.07
20,Kettle,Kettle,Appliance9,3947000,7.0,340.059,150.0,1494.964,3968.0,11473.43513,33.73954,10.12,303.66,1485,284.52,206.15,7.7012,1.0,high-power / large-use,kettle,0.243,0.337,0.28,0.256,Kettle shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,45.55,kettle,16.07417125,13.334344999999999,144.66750000000002,100.0,109.9,Needs attention,"above similar-house benchmark, frequent usage, higher monthly cost","Kettle is classified as Needs attention. It is 109.9% above the REFIT similar-appliance average, with 1485 detected events and 24.3% peak-hour activity.",15.0,301.66,Smart Plug With Timer,Kmart,0.06,0.983,347.21
21,Fridge-Freezer,Fridge-Freezer,Appliance1,1309089,7.0,364.0,136.0,41.501,3969.0,105.63754,0.29021,0.09,2.61,380,5.56,0.23,0.0195,0.948,low-use / standby,fridge,0.373,0.228,0.279,0.133,Fridge-Freezer is used often during peak hours. Try shifting flexible usage to off-peak times to reduce cost.,low,0.47,fridge,0.8247209090909091,0.62875,7.422727272727273,27.3,-64.8,Average,peak-hour usage,"Fridge-Freezer is classified as Average. It is 64.8% below the REFIT similar-appliance average, with 380 detected events and 37.3% peak-hour activity.",18.0,0.61,Smart Plug With Timer,Kmart,31.05,0.2797,1.08
21,Tumble Dryer,Tumble Dryer,Appliance2,1309089,7.0,364.0,150.0,489.849,2740.0,1246.88661,3.42551,1.03,30.83,161,541.02,17.27,7.4854,0.687,high-power / large-use,generic,0.246,0.328,0.257,0.247,Tumble Dryer shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,4.62,generic,3.5444526086956527,1.83936,31.899565217391302,78.3,-3.4,Average,normal usage pattern,"Tumble Dryer is classified as Average. It is 3.4% below the REFIT similar-appliance average, with 161 detected events and 24.6% peak-hour activity.",15.0,28.83,Smart Plug With Timer,Kmart,0.66,0.4625,33.45
21,Washing Machine,Washing Machine,Appliance3,1309089,7.0,364.0,136.25,177.779,3968.0,452.52731,1.24321,0.37,11.19,1694,18.99,0.23,0.2444,0.635,medium-use,washing machine,0.258,0.311,0.328,0.231,Washing Machine shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,1.68,washing machine,1.958721081081081,1.22083,17.62810810810811,54.1,-36.5,Average,peak-hour usage,"Washing Machine is classified as Average. It is 36.5% below the REFIT similar-appliance average, with 1694 detected events and 25.8% peak-hour activity.",15.0,9.19,Smart Plug With Timer,Kmart,2.07,0.3948,10.87
21,Dishwasher,Dishwasher,Appliance4,1309089,7.0,364.0,16.59,143.161,2560.0,364.40897,1.00112,0.3,9.01,773,38.07,0.47,0.4525,0.826,medium-use,washing machine,0.24,0.312,0.291,0.252,Dishwasher shows repeated usage events in the 365-day window. Batch similar usage where possible to reduce repeated spikes.,high,1.35,washing machine,1.958721081081081,1.22083,17.62810810810811,37.8,-48.9,Efficient,normal usage pattern,"Dishwasher is classified as Efficient. It is 48.9% below the REFIT similar-appliance average, with 773 detected events and 24.0% peak-hour activity.",15.0,7.01,Smart Plug With Timer,Kmart,2.71,0.3712,8.36
